GN2A|Büchse mit Luntenschloss|Deutschland · Anfang XVI. Jahrhundert|Gesamtlänge: ca. 85 cm. In einer amtlich zugelassenen Werkstatt hergestellt. Prüfung durch das offizielle tschechische Beschussamt für Waffen und Munition inklusive (CIP-Nummer). Aus einer Privatsammlung.|1320|handgun|gn2am.jpg|5|gn2av2.jpg;gn2av3.jpg;gn2sv.jpg;gn2v4.jpg;gn2v5.jpg
GN6|Büchse mit Luntenschloss|Wohl Deutschland · um 1450|Gesamtlänge: ca. 91 cm. In einer amtlich zugelassenen Werkstatt hergestellt. Prüfung durch das offizielle tschechische Beschussamt für Waffen und Munition inklusive (CIP-Nummer). Aus einer Privatsammlung.|1320|handgun|gn6m.jpg|4|gn6v.jpg;gn6v2.jpg;gn6v3.jpg;gn6v4.jpg
GN7|Büchse mit Luntenschloss|Wohl Schweiz · spätes XV.–Anfang XVI. Jahrhundert|Gesamtlänge: ca. 80 cm. In einer amtlich zugelassenen Werkstatt hergestellt. Prüfung durch das offizielle tschechische Beschussamt für Waffen und Munition inklusive (CIP-Nummer). Aus einer Privatsammlung.|1320|handgun|gn7m.jpg|5|gn7v.jpg;gn7v2.jpg;gn7v3.jpg;gn7v4.jpg;gn7v5.jpg
GN8|Büchse mit Luntenschloss|Deutschland · um 1500|Gesamtlänge: ca. 56 cm. In einer amtlich zugelassenen Werkstatt hergestellt. Prüfung durch das offizielle tschechische Beschussamt für Waffen und Munition inklusive (CIP-Nummer). Aus einer Privatsammlung.|1320|handgun|gn8m.jpg|3|gn8v.jpg;gn8v2.jpg;gn8v3.jpg
GN3a|Bemalte Büchse|Spätes XV. Jahrhundert|Gesamtlänge: ca. 96 cm. Verzierter Lauf, dreifach achteckig, bemalt. In einer amtlich zugelassenen Werkstatt hergestellt. Prüfung durch das offizielle tschechische Beschussamt für Waffen und Munition inklusive (CIP-Nummer).|1390|handgun|gn3am2.jpg|5|gn3av.JPG;gn3av2.JPG;gn3av3.JPG;gn3av4.JPG;gn3av5.jpg
GN14|Hussitische Pistala|Mitteleuropa · 1400–1450|Gesamtlänge: ca. 137 cm. In einer amtlich zugelassenen Werkstatt hergestellt. Prüfung durch das offizielle tschechische Beschussamt für Waffen und Munition inklusive (CIP-Nummer).|399|handgun|gn14m.jpg|5|gn14v.jpg;gn14v2.jpg;gn14v3.jpg;gn14v5.jpg;gn14v6.jpg
GN15|Frühes Handrohr|Mitteleuropa · Ende XIV.–Anfang XV. Jahrhundert|Gesamtlänge: 81 cm, Lauflänge: 15 cm. In einer amtlich zugelassenen Werkstatt hergestellt. Prüfung durch das offizielle tschechische Beschussamt für Waffen und Munition inklusive (CIP-Nummer).|579|handgun|gn15m.jpg|2|gn15v.JPG;gn15v2.JPG
GN10|Nachbildung eines Musketier-Bandouliers|XVII. Jahrhundert|Gürtel mit 12 Aposteln und Tasche. Jeder Apostel ist innen gewachst und in Ziegenleder eingenäht. Inspiriert vom Bandoulier im Armeemuseum, Prag, Tschechische Republik.|329|accessory|gn10m.jpg|3|gn10v.jpg;gn10v2.jpg;gn10v3.jpg
GN11|Lederflasche für Schießpulver|XV.–XVI. Jahrhundert|Maße: 24 × 14 cm. Innen gewachst, Holzstopfen zum Anschrauben.|79|accessory|gn11m.jpg|2|gn11v.jpg;gn11v2.jpg
GN5|Gusszange|Spätes XV.–Anfang XVI. Jahrhundert|Für GN2 oder GN3.|74|accessory|gn5m.jpg|2|gn5v.jpg;gn5v2.jpg
CB1|Armbrust|XV. Jahrhundert|Verziert mit Knochen oder Horn, mit Köcher &amp; 6 Bolzen. Winde ebenfalls erhältlich.|997|crossbow|kuse.jpg|1|kuse_v.jpg
CB2|Armbrust|XV. Jahrhundert|Mit 3 Bolzen.|457|crossbow|cb2m.jpg|2|cb2v1.jpg;cb2v2.jpg
CB3|Armbrust|England · XV. Jahrhundert|Länge: ca. 102 cm, mit 3 Bolzen.|517|crossbow|cb3m.jpg|2|cb3v.jpg;cb3v2.jpg
GN2|Büchse mit Luntenschloss|Anfang XVI. Jahrhundert|In einer amtlich zugelassenen Werkstatt hergestellt.|1320|handgun|gn2m.jpg|5|gn2v.JPG;gn2v2.JPG;gn2v3.jpg;gn2v4.jpg;gn2v5.jpg
GN3|Büchse mit Luntenschloss|Spätes XV. Jahrhundert|Lauf dreifach achtkantig. In einer amtlich zugelassenen Werkstatt hergestellt.|1320|handgun|arkebuza2m.jpg|4|arkebuza23v.jpg;arkebuza24v.jpg;arkebuza25v.jpg;arkebuza2v.jpg
GN4|Kriegshammer kombiniert mit einer Luntenbüchse|Italien · um 1550|Kombiniert einen Kriegshammer mit einer Feuerwaffe.|1100|other|gn4m.jpg|4|gn4v.JPG;gn4v2.JPG;gn4v3.JPG;gn4v4.jpg
